name,cust,date,sales
Navarro  Samantha,5108,1997-09-27,46.98
Navarro  Samantha,5108,1997-09-29,14.49
Navarro  Samantha,5108,1997-12-28,10.49
Navarro  Samantha,5108,1998-03-01,19.99
Sky  Tan,5130,1997-01-20,19.99
Sky  Tan,5130,1997-10-13,5.49
Sky  Tan,5130,1997-10-25,15.49
Dolson  Jeremy,3743,1997-01-21,10.97
Salcido  Shaolin,5135,1997-01-21,49.44
Salcido  Shaolin,5135,1997-04-17,55.79
Salcido  Shaolin,5135,1997-06-19,58.1
Salcido  Shaolin,5135,1998-01-04,34.46
Salcido  Shaolin,5135,1998-03-02,56.94
Miller  Taylor,5137,1997-01-21,27.54
Miller  Taylor,5137,1997-06-21,89.48
Miller  Taylor,5137,1998-04-01,128.13
Martinez  Sariah,5151,1997-01-21,14.96
Padilla  Thao Kim,5156,1997-01-21,11.99
Padilla  Thao Kim,5156,1997-03-22,11.97
Levish  Lucia,5176,1997-01-21,13.97
Garcia Rosales  Te'Jae,5192,1997-01-21,31.51
Garcia Rosales  Te'Jae,5192,1997-01-24,44.51
Garcia Rosales  Te'Jae,5192,1997-01-28,11.77
Garcia Rosales  Te'Jae,5192,1997-02-05,11.77
Garcia Rosales  Te'Jae,5192,1997-02-05,14.37
Garcia Rosales  Te'Jae,5192,1997-02-05,9.97
Garcia Rosales  Te'Jae,5192,1997-02-24,81.41
Garcia Rosales  Te'Jae,5192,1997-03-18,40.11
Garcia Rosales  Te'Jae,5192,1997-03-24,40.71
Garcia Rosales  Te'Jae,5192,1997-04-28,59.85
Garcia Rosales  Te'Jae,5192,1997-05-21,65.63
Garcia Rosales  Te'Jae,5192,1997-05-27,74.77
Garcia Rosales  Te'Jae,5192,1997-06-23,62.04
Garcia Rosales  Te'Jae,5192,1997-09-10,33.47
Smith  Michael,5194,1997-01-21,13.97
Allen  Johny,5206,1997-01-21,65.32
Allen  Johny,5206,1997-01-21,14.79
Allen  Johny,5206,1997-02-07,14.79
Allen  Johny,5206,1997-02-25,28.76
Allen  Johny,5206,1997-03-02,33.48
Allen  Johny,5206,1997-03-25,47.12
Aqeel  Robert,5215,1997-01-21,21.99
Henderson  Kimberly,5238,1997-01-21,9.98
Sandell  Elizabeth,5259,1997-01-21,37.48
Sandell  Elizabeth,5259,1997-10-24,102.93
Herbert  Tyler,5265,1997-01-21,26.13
Herbert  Tyler,5265,1997-01-31,23.99
Herbert  Tyler,5265,1997-02-08,34
Herbert  Tyler,5265,1997-03-24,42.93
Herbert  Tyler,5265,1997-05-23,30.37
Herbert  Tyler,5265,1998-01-14,14.49
Herbert  Tyler,5265,1998-03-09,11.99
Herbert  Tyler,5265,1998-03-23,15.49
Joslin  Sydney,5281,1997-01-21,14.37
Joslin  Sydney,5281,1998-03-21,18.98
Roman  Marica,5285,1997-01-21,11.97
Roman  Marica,5285,1997-02-20,26.13
Roman  Marica,5285,1997-06-18,44.09
Roman  Marica,5285,1997-08-22,25.74
Roman  Marica,5285,1997-12-06,26.98
Ross  Benyamin,5297,1997-01-21,12.49
Patterson  Karissa,5302,1997-01-21,12.97
Patterson  Karissa,5302,1997-09-30,11.49
Patterson  Karissa,5302,1997-12-23,7.49
Walker  Corissa,5309,1997-01-21,30.72
Walker  Corissa,5309,1997-02-05,15.36
Shepard  Isaiah,5316,1997-01-21,41.98
Shepard  Isaiah,5330,1997-01-21,60.64
Shepard  Isaiah,5336,1997-01-21,38.03
Shepard  Isaiah,5336,1997-03-13,28.93
Shepard  Isaiah,5336,1997-04-24,42.9
Shepard  Isaiah,5336,1997-06-22,26.14
Shepard  Isaiah,5336,1997-06-24,41.91
Shepard  Isaiah,5336,1997-07-05,68.6
Shepard  Isaiah,5336,1997-07-26,55.07
Shepard  Isaiah,5336,1997-11-07,41.47
Shepard  Isaiah,5336,1998-01-03,20.98
Shepard  Isaiah,5336,1998-02-02,42.06
Shepard  Isaiah,5336,1998-06-27,39.97
Shepard  Isaiah,5350,1997-01-21,29.92
Shepard  Isaiah,5350,1997-02-08,39.73
Shepard  Isaiah,5350,1997-02-20,25.93
Shepard  Isaiah,5350,1997-03-01,42.9
Shepard  Isaiah,5353,1997-01-21,74.97
Shepard  Isaiah,5369,1997-01-21,14.96
Shepard  Isaiah,5390,1997-01-21,39.98
Dolson  Jeremy,3438,1997-01-22,37.98
Dolson  Jeremy,3774,1997-01-22,83
Dolson  Jeremy,3774,1997-04-30,64.24
Dolson  Jeremy,3774,1997-05-02,14.96
Dolson  Jeremy,3774,1998-04-05,58.85
Shepard  Isaiah,5312,1997-01-22,65.34
Thomas  Phillip,5405,1997-01-22,112.72
Thomas  Phillip,5405,1997-01-25,40.74
Thomas  Phillip,5405,1997-08-27,14.96
Thomas  Phillip,5405,1997-11-07,66.95
Thomas  Phillip,5405,1997-12-15,105.93
Martin  Jacob,5418,1997-01-22,18.75
Lam  Jamar,5420,1997-01-22,49.97
Lam  Jamar,5420,1997-01-24,84.22
Lam  Jamar,5420,1997-02-10,85.01
Lam  Jamar,5420,1997-02-14,86.4
Lam  Jamar,5420,1997-02-24,88.99
Lam  Jamar,5420,1997-03-08,71.63
Lam  Jamar,5420,1997-03-26,95.91
Lam  Jamar,5420,1997-04-07,125.69
Lam  Jamar,5420,1997-04-17,95.94
Lam  Jamar,5420,1997-04-25,100.6
Lam  Jamar,5420,1997-05-05,103.75
Lam  Jamar,5420,1997-05-12,15.36
Lam  Jamar,5420,1997-06-11,90.18
Lam  Jamar,5420,1997-06-20,76.22
Lam  Jamar,5420,1997-06-27,15.36
Lam  Jamar,5420,1997-08-18,95.98
Lam  Jamar,5420,1997-09-04,99.21
Lam  Jamar,5420,1997-09-18,69.45
Lam  Jamar,5420,1997-09-25,15.49
Lam  Jamar,5420,1997-10-06,87.44
Lam  Jamar,5420,1997-11-18,99.93
Lam  Jamar,5420,1998-01-19,102.93
Lam  Jamar,5420,1998-01-30,131.46
Lam  Jamar,5420,1998-01-31,56.46
Maccallum  Kattia,5433,1997-01-22,13.97
Pina  Ciara,5439,1997-01-22,44.74
Pina  Ciara,5439,1997-02-28,14.96
Godwin  Braxston,5451,1997-01-22,49.97
Fernandez  Pharo,5461,1997-01-22,11.97
Fernandez  Pharo,5461,1997-03-18,37.65
Buenrostro Juarez  Brianna,5467,1997-01-22,35.76
Do  Dayveontay,5502,1997-01-22,11.77
Woodard  Kristofer,5519,1997-01-22,11.7
Woodard  Kristofer,5519,1998-06-14,25.98
Woodard  Kristofer,5519,1998-06-18,20.98
Simon  Matthew,5525,1997-01-22,62.87
Simon  Matthew,5525,1997-02-20,11.77
Simon  Matthew,5525,1997-03-10,21.77
Simon  Matthew,5525,1997-03-23,35.31
Simon  Matthew,5525,1997-05-18,24.74
Simon  Matthew,5525,1997-08-17,43.34
Simon  Matthew,5525,1998-01-01,31.48
Kim  Ron,5533,1997-01-22,14.77
Pont  Hyun,5554,1997-01-22,14.96
Pont  Hyun,5554,1997-09-30,41.47
Pont  Hyun,5554,1998-02-26,25.16
Apodaca  Ayisha,5558,1997-01-22,34.98
Heath  Mariah,5575,1997-01-22,9.97
Heath  Mariah,5575,1997-06-04,13.77
Heath  Mariah,5575,1997-06-23,21.54
Heath  Mariah,5575,1997-07-30,13.97
Heath  Mariah,5575,1997-08-18,4.79
Heath  Mariah,5575,1997-09-20,11.49
Heath  Mariah,5575,1997-09-23,46.48
Heath  Mariah,5575,1997-11-03,27.99
Heath  Mariah,5575,1997-11-07,33.99
Heath  Mariah,5575,1997-11-28,31.98
Heath  Mariah,5575,1997-12-11,22.98
Heath  Mariah,5575,1997-12-19,16.99
Heath  Mariah,5575,1997-12-29,8.49
Heath  Mariah,5575,1997-12-29,19.99
Heath  Mariah,5575,1998-03-07,15.49
Heath  Mariah,5575,1998-06-09,18.47
Palma  Maria,5579,1997-01-22,28.13
Soto  Neely,5595,1997-01-22,12.49
Soto  Neely,5595,1997-03-22,20.86
Soto  Neely,5595,1997-04-10,14.37
Lieu  Christopher,5597,1997-01-22,30.36
Green  Megan,5615,1997-01-22,43.7
Clements  Marisol,5631,1997-01-22,30.76
Clements  Marisol,5631,1997-05-28,120.95
Clements  Marisol,5631,1997-06-30,71.22
Clements  Marisol,5631,1997-10-09,11.49
Clements  Marisol,5631,1997-10-13,13.99
Clements  Marisol,5631,1997-10-21,53.96
Clements  Marisol,5631,1997-10-27,47.97
Thao  Jaanglo,5633,1997-01-22,12.49
Minjarez  Chanel,5645,1997-01-22,17.9
Minjarez  Chanel,5645,1997-08-19,27.77
Minjarez  Chanel,5645,1998-05-03,11.88
Pina  Ciara,5444,1997-01-23,63.05
Pina  Ciara,5444,1997-06-18,38.92
Pina  Ciara,5444,1997-11-01,25.96
Pina  Ciara,5444,1997-11-06,14.49
Pina  Ciara,5444,1997-11-08,58.95
Pina  Ciara,5444,1997-12-11,16.98
Pina  Ciara,5444,1998-03-16,29.97
Pina  Ciara,5444,1998-03-25,12.99
Pina  Ciara,5444,1998-04-14,28.46
Pina  Ciara,5444,1998-06-07,14.47
Pina  Ciara,5444,1998-06-16,15.98
Pina  Ciara,5444,1998-06-26,27.97
Buenrostro Juarez  Brianna,5481,1997-01-23,11.77
Donovan  Precious,5646,1997-01-23,25.74
Tipton  Sombra,5651,1997-01-23,17.9
Tipton  Sombra,5651,1997-04-23,12.49
Tipton  Sombra,5651,1998-03-09,37.96
Adams  Dakaurey,5664,1997-01-23,41.5
Retana  Noah,5674,1997-01-23,23.54
Retana  Noah,5674,1997-02-24,44.88
Vongrith  John,5677,1997-01-23,154.92
Vongrith  John,5677,1997-05-21,17.7
Vongrith  John,5677,1997-08-17,137.14
Vongrith  John,5677,1997-10-18,62.96
Vongrith  John,5677,1998-02-01,169.38
Patil  Isaiah,5683,1997-01-23,11.77
Edmond  Gabriell,5694,1997-01-23,9.77
Ferris  Taylor,5717,1997-01-23,141.85
Morris  Brandon,5719,1997-01-23,23.94
Morris  Brandon,5719,1997-01-24,6.79
Lebeau  Jared,5746,1997-01-23,202.58
Brown  Shaionnie,5749,1997-01-23,38.5
Brown  Shaionnie,5749,1997-03-10,40.7
Brown  Shaionnie,5749,1997-09-02,26.73
Brown  Shaionnie,5749,1997-11-13,22.48
Brown  Shaionnie,5749,1997-12-05,26.48
Brown  Shaionnie,5749,1997-12-05,13.99
Brown  Shaionnie,5749,1998-01-29,37.86
Brown  Shaionnie,5749,1998-03-14,12.58
Brown  Shaionnie,5749,1998-04-04,64.24
Brown  Shaionnie,5749,1998-05-03,41.97
Hutchin  Jayde,5770,1997-01-23,35.91
Tani  Nicholas,5779,1997-01-23,124.69
Tani  Nicholas,5779,1997-02-21,147.4
Tani  Nicholas,5779,1997-06-29,124.51
Lawrence  John,5788,1997-01-23,14.37
Wang  Keenan,5802,1997-01-23,29.16
Miranda  Jastina,5817,1997-01-23,23.14
Hemphill  Damion,5832,1997-01-23,13.97
Anguiano  Tristin,5839,1997-01-23,70.45
Anguiano  Tristin,5839,1997-06-26,71.45
Mejia-Lopez  Brianna,5847,1997-01-23,37.96
Mejia-Lopez  Brianna,5847,1997-01-28,58.95
Mejia-Lopez  Brianna,5847,1997-03-03,28.93
Mejia-Lopez  Brianna,5847,1997-04-15,46.93
Mejia-Lopez  Brianna,5847,1997-04-26,21.99
Mejia-Lopez  Brianna,5847,1997-05-16,49.31
Mejia-Lopez  Brianna,5847,1997-06-11,38.91
Mejia-Lopez  Brianna,5847,1997-06-23,42.31
Mejia-Lopez  Brianna,5847,1997-08-22,27.94
Mejia-Lopez  Brianna,5847,1997-08-27,44.3
Mejia-Lopez  Brianna,5847,1997-09-15,27.98
Mejia-Lopez  Brianna,5847,1997-11-01,53.96
Mejia-Lopez  Brianna,5847,1997-11-26,39.97
Mejia-Lopez  Brianna,5847,1997-12-05,52.46
Mejia-Lopez  Brianna,5847,1998-01-16,59.47
Mejia-Lopez  Brianna,5847,1998-03-12,36.97
Mejia-Lopez  Brianna,5847,1998-04-05,25.07
Mejia-Lopez  Brianna,5847,1998-05-19,36.97
Mejia-Lopez  Brianna,5847,1998-06-05,49.56
Mejia-Lopez  Brianna,5847,1998-06-29,12.58
Fernandez  Jade,5851,1997-01-23,15.76
Smith  James,5852,1997-01-23,66.96
Smith  James,5852,1997-03-11,30.97
Calzada Sanchez  Alisha,5855,1997-01-23,33.8
Calzada Sanchez  Alisha,5855,1997-01-25,38.16
Calzada Sanchez  Alisha,5855,1997-02-06,71.24
Calzada Sanchez  Alisha,5855,1997-02-16,14.99
Gonzalez  Cindy,5870,1997-01-23,14.37
Gonzalez  Cindy,5870,1997-05-08,56.31
Gonzalez  Cindy,5870,1997-06-02,92.96
Gonzalez  Cindy,5870,1997-07-08,26.75
Gonzalez  Cindy,5870,1998-06-03,34.48
Lee  Polo,5873,1997-01-23,21.54
Singh  Giovannie,5875,1997-01-23,31.8
Singh  Giovannie,5875,1997-05-04,39.98
Singh  Giovannie,5875,1997-09-07,23.95
Willcox  Chelsea,5889,1997-01-23,12.97
Jumbo  Samuel,5903,1997-01-23,25.14
Aqeel  Robert,5221,1997-01-24,8.97
Aqeel  Robert,5221,1997-02-04,19.3
Aqeel  Robert,5221,1997-02-11,19.3
Aqeel  Robert,5221,1997-02-20,4.77
Aqeel  Robert,5221,1997-02-28,17.76
Aqeel  Robert,5221,1997-03-05,77.84
Aqeel  Robert,5221,1997-03-20,31.94
Aqeel  Robert,5221,1997-03-25,25.96
Aqeel  Robert,5221,1997-04-10,19.76
Aqeel  Robert,5221,1997-04-30,30.69
Aqeel  Robert,5221,1997-05-03,22.99
Aqeel  Robert,5221,1997-05-20,31.03
Aqeel  Robert,5221,1997-07-10,19.55
Esparza  Kyla,5922,1997-01-24,23.54
James  Jacob,5936,1997-01-24,39.3
James  Jacob,5936,1997-03-18,30.32
Herde  Jian,5939,1997-01-24,11.77
Herde  Jian,5939,1997-03-04,77.34
Herde  Jian,5939,1997-08-15,15.36
Herde  Jian,5939,1997-10-01,42.47
Herde  Jian,5939,1997-11-17,82.44
Herde  Jian,5939,1998-01-31,55.35
Brown  Serena,5947,1997-01-24,13.97
Brown  Serena,5947,1997-02-14,33.99
Brown  Serena,5947,1997-09-22,15.99
Atencio  Malia,5957,1997-01-24,42.31
Perona  Angelique,5972,1997-01-24,14.37
Perona  Angelique,5972,1997-01-24,13.97
Perona  Angelique,5972,1997-01-24,15.36
Minobe  David,5990,1997-01-24,80.59
Li  Bryce,6002,1997-01-24,78.7
Olivas  Hysoonie,6011,1997-01-24,14.96
Olivas  Hysoonie,6011,1997-02-07,28.93
Olivas  Hysoonie,6011,1997-03-02,15.36
Olivas  Hysoonie,6011,1997-05-24,29.54
Olivas  Hysoonie,6011,1997-06-25,15.76
Olivas  Hysoonie,6011,1997-09-15,14.48
Olivas  Hysoonie,6011,1997-12-07,44.47
Olivas  Hysoonie,6011,1998-02-28,17.98
Boyd  Jordan,6025,1997-01-24,9.97
Boyd  Jordan,6025,1997-12-14,60.45
Boyd  Jordan,6025,1998-02-20,52.54
Bennett  Tatiana,6044,1997-01-24,26.07
Martinez  Sainyane,6054,1997-01-24,13.58
Martinez  Sainyane,6054,1997-07-07,12.25
Martinez  Sainyane,6054,1997-07-17,16.36
Martinez  Sainyane,6054,1997-10-08,11.49
Martinez  Sainyane,6054,1998-03-09,12.49
Ross  Kirsten,6062,1997-01-24,15.96
Kumar  Armando,6072,1997-01-24,69.22
Kumar  Armando,6072,1997-02-02,15.96
Kumar  Armando,6072,1997-02-12,52.93
Kumar  Armando,6072,1997-02-16,84.39
Kumar  Armando,6072,1997-02-20,66.54
Kumar  Armando,6072,1997-03-26,33.51
Kumar  Armando,6072,1998-02-15,69.95
Ryckman  Rodney,6084,1997-01-24,23.54
Ryckman  Rodney,6084,1997-10-20,61.98
Ryckman  Rodney,6084,1997-10-22,25.99
Ryckman  Rodney,6084,1998-03-30,26.87
Martinez  Brianna,6087,1997-01-24,26.94
Martinez  Brianna,6087,1997-07-30,27.31
Williams  Tokala,6094,1997-01-24,86.97
Williams  Tokala,6094,1997-03-03,13.97
Townsend  Sophia,6102,1997-01-24,43.09
Shin  Christopher,6103,1997-01-24,54.27
Shin  Christopher,6103,1997-03-16,59.25
Long  Nicole,6119,1997-01-24,38.99
Valdez  Shauntino,6142,1997-01-24,197.79
Lee  Seth,6162,1997-01-24,11.77
Lee  Seth,6178,1997-01-24,20.99
Lee  Seth,6178,1997-01-24,27.99
Lee  Seth,6196,1997-01-24,13.97
Lee  Seth,6211,1997-01-24,26.14
Gomez  Tracy,2792,1997-01-25,13.97
Gomez  Tracy,2792,1997-09-30,45.98
Gomez  Tracy,2792,1997-11-24,24.48
Dolson  Jeremy,3518,1997-01-25,19.99
Dolson  Jeremy,3518,1997-06-13,42
Dolson  Jeremy,3518,1997-06-25,38
Dolson  Jeremy,3518,1997-06-25,8
Eckersley  Austin,4513,1997-01-25,25.74
Herde  Jian,5940,1997-01-25,86.02
Semcken  Leah,6245,1997-01-25,13.97
Cattolica  Mira,6262,1997-01-25,38.5
Crawford  Tory,6278,1997-01-25,12.77
Chavarria  Nathan,6293,1997-01-25,34.54
Russell  Briana,6304,1997-01-25,21.7
Russell  Briana,6304,1997-08-16,15.36
Willis  Nathan,6305,1997-01-25,33.34
Willis  Nathan,6305,1997-01-26,38.5
Willis  Nathan,6305,1997-02-27,56.86
Willis  Nathan,6305,1997-03-08,70.03
Willis  Nathan,6305,1997-03-31,15.9
Willis  Nathan,6305,1997-04-18,33.33
Willis  Nathan,6305,1997-04-26,39.52
Willis  Nathan,6305,1997-05-25,43.3
Willis  Nathan,6305,1998-03-24,18.49
Houlton  Kianna,6313,1997-01-25,11.77
Brito  Joey,6331,1997-01-25,19.77
Fountain  Ashlee,6335,1997-01-25,26.73
Fountain  Ashlee,6335,1997-03-22,12.77
Fountain  Ashlee,6335,1997-09-11,69.46
Fountain  Ashlee,6335,1997-11-15,50.46
Fountain  Ashlee,6335,1997-12-02,59.48
Fountain  Ashlee,6335,1997-12-13,80.44
Fountain  Ashlee,6335,1998-03-22,41.47
Ortiz  Sofia,6353,1997-01-25,14.79
Villers  Jeong Min,6378,1997-01-25,12.49
Villers  Jeong Min,6378,1997-12-06,30.98
Villers  Jeong Min,6378,1998-02-07,12.49
Villers  Jeong Min,6378,1998-03-11,12.99
Waters  Zachary,6381,1997-01-25,9.77
Waters  Zachary,6381,1997-06-23,6.78
Waters  Zachary,6381,1997-07-25,9.98
Waters  Zachary,6381,1997-11-03,9.49
Waters  Zachary,6381,1997-11-20,12.49
Velasquez  Seth,6392,1997-01-25,109.99
Velasquez  Seth,6392,1997-10-26,62.99
Cardona  Brittney,6396,1997-01-25,27.95
Cardona  Brittney,6396,1997-03-14,26.73
Cardona  Brittney,6396,1997-03-24,29.33
Cardona  Brittney,6396,1997-04-22,26.93
Cardona  Brittney,6396,1997-06-24,44.88
Cropper Sykes  Matthew,6412,1997-01-25,147.22
Cropper Sykes  Matthew,6412,1998-02-03,101.82
Richardson  Julia,6427,1997-01-25,71.62
Patel  Devin,6434,1997-01-25,35.99
Patel  Devin,6434,1997-03-02,15.36
Patel  Devin,6434,1997-08-17,14.96
Patel  Devin,6434,1997-08-23,13.77
Qadri  Samuel,6444,1997-01-25,77.24
Smith  Cante,6449,1997-01-25,28.74
Smith  Cante,6449,1997-09-01,14.37
Schramek  Joy,6461,1997-01-25,14.96
Lopez  Sylvia,6475,1997-01-25,21.7
Lopez  Sylvia,6475,1997-04-22,29.76
Lopez  Sylvia,6475,1997-04-30,12.97
Lopez  Sylvia,6479,1997-01-25,49.96
Lopez  Sylvia,6479,1997-01-26,37.47
Lopez  Sylvia,6479,1997-06-28,36.69
Lopez  Sylvia,6481,1997-01-25,34.75
Nguyen  Jose,1499,1997-01-26,11.77
Nguyen  Jose,1499,1997-04-08,163.61
Klingman  Katlyn,2550,1997-01-26,55.07
Klingman  Katlyn,2550,1997-06-21,11.77
Sena  Tatianna,4819,1997-01-26,9.97
Sena  Tatianna,4819,1997-07-01,11.77
Sena  Tatianna,4819,1997-09-18,11.49
Sena  Tatianna,4819,1997-11-14,11.49
Sena  Tatianna,4819,1998-02-25,11.49
Nguyen  Zachary,5022,1997-01-26,38.71
Lee  Seth,6228,1997-01-26,30.32
Wesolowski  Jalen,6504,1997-01-26,24.99
Cary  Morgan,6518,1997-01-26,39.48
Valdez  Sarah-Lissette,6528,1997-01-26,18.95
Valdez  Sarah-Lissette,6528,1997-02-02,35.71
Valdez  Sarah-Lissette,6528,1997-02-22,7.78
Castro  Josiah,6537,1997-01-26,59.26
Thornburg  Leslie,6551,1997-01-26,14.96
Phan  Christopher,6559,1997-01-26,19.95
Phan  Christopher,6559,1997-03-22,19.99
Davis  Alysh,6574,1997-01-26,15.76
La  Michael,6579,1997-01-26,27.77
La  Michael,6579,1997-07-12,13.97
Yancy  Francine,6601,1997-01-26,73.95
Hoell-Dixon  Steven,6606,1997-01-26,57.85
Hoell-Dixon  Steven,6606,1997-03-14,46.08
Hoell-Dixon  Steven,6606,1997-04-10,29.98
Hoell-Dixon  Steven,6606,1997-04-14,19.99
Robertson  Austin,6615,1997-01-26,14.37
Harris-Faithful  Austin,6631,1997-01-26,24.98
Loya Rodriguez  Chisa,6645,1997-01-26,9.77
Rockwell  Vivek,6662,1997-01-26,15.36
Wang  Orlando,6686,1997-01-26,28.11
Wang  Orlando,6686,1997-09-23,18.98
Wang  Orlando,6686,1997-12-08,43.96
Wang  Orlando,6686,1998-03-29,27.98
Knight  Latesha,6702,1997-01-26,13.97
Canada  Nathanael,6717,1997-01-26,14.37
Montanez  Alexus,6729,1997-01-26,12.77
Montanez  Alexus,6729,1997-02-14,75.2
Ferris  Kelsey,6733,1997-01-26,14.99
Hines  Savanah,6760,1997-01-26,53.29
Hines  Savanah,6781,1997-01-26,15.36
Nguyen  Michael,1117,1997-01-27,14.96
Murray  Justin,2337,1997-01-27,9.98
Rockwell  Vivek,6682,1997-01-27,73.97
Archuleta  Mingyue,6797,1997-01-27,15.36
Aukerman  Nely,6799,1997-01-27,50.54
Aukerman  Nely,6799,1997-02-16,39.32
Aukerman  Nely,6799,1997-07-05,56.07
Aukerman  Nely,6799,1997-08-02,24.73
Aukerman  Nely,6799,1997-10-19,41.97
Aukerman  Nely,6799,1997-11-02,40.97
Aukerman  Nely,6799,1998-02-08,111.3
Aukerman  Nely,6799,1998-03-26,10.99
Aukerman  Nely,6799,1998-04-11,12.99
Aukerman  Nely,6799,1998-06-23,45.98
Fitzke  Polina,6819,1997-01-27,6.79
Guerrero  Isaiah,6821,1997-01-27,29.33
Guerrero  Isaiah,6821,1997-02-13,18.36
Guerrero  Isaiah,6821,1997-02-28,28.14
Guerrero  Isaiah,6821,1997-06-27,7.78
Guerrero  Isaiah,6821,1997-08-14,6.77
Byers  Erdenebadruun,6838,1997-01-27,165.07
Byers  Erdenebadruun,6838,1998-01-27,11.88
Miller  Skylar,6854,1997-01-27,14.37
Miller  Skylar,6854,1998-01-13,32.98
Miller  Skylar,6854,1998-05-11,16.99
Roper  Trevin,6869,1997-01-27,11.77
Turner  Rashele,6892,1997-01-27,24.74
Ramirez  Jamie,6898,1997-01-27,29.73
Ramirez  Jamie,6898,1997-02-07,9.98
Ramirez  Jamie,6898,1997-04-18,13.97
Ramirez  Jamie,6898,1997-11-14,10.49
Ramirez  Jamie,6898,1997-12-23,10.49
Jacket  Robert,6918,1997-01-27,13.97
Jacket  Robert,6918,1997-03-28,15.36
Jacket  Robert,6918,1998-01-28,14.49
Jacket  Robert,6918,1998-02-01,15.49
Jacket  Robert,6918,1998-02-17,15.49
Jacket  Robert,6918,1998-04-16,44.47
Hostetter  Hayley,6931,1997-01-27,21.37
Hostetter  Hayley,6931,1997-03-13,29.33
Hostetter  Hayley,6931,1998-03-21,22.48
Musselman  Adam,6934,1997-01-27,36.99
Musselman  Adam,6934,1997-10-30,52.46
Musselman  Adam,6934,1997-11-25,28.48
Irwin  Ezana,6955,1997-01-27,9.77
Dunigan  Karina,6967,1997-01-27,28.74
Harriman  Michala,6983,1997-01-27,14.37
Lam  Jorge,6993,1997-01-27,11.77
Lam  Jorge,6993,1997-01-30,14.37
Lam  Jorge,6993,1997-02-26,14.37
Lam  Jorge,6993,1997-07-27,76.79
Lam  Jorge,6993,1997-08-07,26.83
Lam  Jorge,6993,1997-09-02,14.58
Wolf  Maria,6999,1997-01-27,31.52
Wolf  Maria,6999,1997-03-09,11.77
Sykes  Sarah,7001,1997-01-27,61.05
Sykes  Sarah,7001,1998-03-26,77.45
Pillar  Jaydan,7017,1997-01-27,37.03
Armstrong  Deserae,7021,1997-01-27,28.47
Armstrong  Deserae,7021,1997-03-18,26.73
Scott  Allison,7024,1997-01-27,70.83
Scott  Allison,7024,1997-03-20,28.86
Scott  Allison,7024,1997-03-26,19.3
Wang  Aaron,7037,1997-01-27,31.32
Wang  Aaron,7037,1997-09-20,12.99
Dick  Waheed,7040,1997-01-27,24.74
Odia  Jesse,7050,1997-01-27,23.98
Odia  Jesse,7071,1997-01-27,23.54
Odia  Jesse,7093,1997-01-27,11.77
Odia  Jesse,7093,1998-05-09,5.49
Long  Nicole,6131,1997-01-28,44.77
Long  Nicole,6131,1997-06-23,52.47
Ramirez  Jamie,6912,1997-01-28,5.78
Odia  Jesse,7102,1997-01-28,31.93
Odia  Jesse,7102,1997-02-18,27.13
Odia  Jesse,7102,1997-02-24,19.75
Odia  Jesse,7102,1997-02-25,44.32
Odia  Jesse,7102,1997-04-03,53.09
Odia  Jesse,7102,1997-04-18,42.9
Odia  Jesse,7102,1997-04-22,30.72
Odia  Jesse,7102,1997-05-11,14.96
Odia  Jesse,7102,1997-09-20,2.99
Odia  Jesse,7104,1997-01-28,42.9
Odia  Jesse,7104,1997-02-28,54.71
Odia  Jesse,7112,1997-01-28,28.99
Odia  Jesse,7120,1997-01-28,28.76
Odia  Jesse,7120,1997-02-08,15.96
Odia  Jesse,7120,1997-04-24,57.06
Odia  Jesse,7120,1997-07-01,27.94
Odia  Jesse,7120,1997-07-08,16.36
Odia  Jesse,7120,1997-07-25,28.97
Odia  Jesse,7120,1997-08-21,72.89
Odia  Jesse,7120,1997-10-11,25.98
Odia  Jesse,7120,1997-12-20,12.99
Odia  Jesse,7120,1998-04-25,45.47
Odia  Jesse,7122,1997-01-28,15.36
Odia  Jesse,7122,1997-03-26,34.11
Odia  Jesse,7130,1997-01-28,84.83
Odia  Jesse,7130,1997-02-04,13.97
Odia  Jesse,7130,1997-02-24,26.33
Odia  Jesse,7130,1998-01-30,61.96
Odia  Jesse,7130,1998-02-12,55.04
Odia  Jesse,7130,1998-03-17,75.96
Odia  Jesse,7130,1998-05-31,70.45
Odia  Jesse,7136,1997-01-28,32.29
Odia  Jesse,7148,1997-01-28,45.89
Odia  Jesse,7148,1997-02-07,96.93
Odia  Jesse,7148,1997-06-20,21.74
Odia  Jesse,7148,1997-07-24,37.73
Odia  Jesse,7148,1997-07-24,54.96
Odia  Jesse,7148,1997-11-10,34.48
Odia  Jesse,7148,1997-12-09,108.43
Odia  Jesse,7152,1997-01-28,69.47
Odia  Jesse,7152,1997-02-15,87.27
Odia  Jesse,7152,1997-03-12,39.9
Odia  Jesse,7152,1997-04-08,14.96
Odia  Jesse,7152,1997-05-05,113.35
Odia  Jesse,7152,1997-06-11,86.43
Odia  Jesse,7152,1997-07-08,134.09
Odia  Jesse,7158,1997-01-28,58.31
Odia  Jesse,7162,1997-01-28,6.79
Odia  Jesse,7162,1997-06-20,14.96
Odia  Jesse,7180,1997-01-28,5.99
Odia  Jesse,7186,1997-01-28,31.35
Odia  Jesse,7186,1997-03-12,26.96
Odia  Jesse,7186,1997-05-22,30.32
Odia  Jesse,7193,1997-01-28,15.36
Odia  Jesse,7193,1997-02-07,29.77
